department,regimen,eps,age_group,total,share,mode
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 05 a 09 años,7222,0.08130960020715822,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 10 a 14 años,7885,0.08877405118158994,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 15 a 19 años,7358,0.08284076963781088,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 20 a 24 años,5756,0.06480449443262291,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 25 a 29 años,9529,0.10728318753447946,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 30 a 34 años,9797,0.11030049200076558,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 35 a 39 años,7938,0.08937075691559429,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 40 a 44 años,6406,0.07212258362324225,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 45 a 49 años,5346,0.060188468943155334,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 50 a 54 años,4522,0.050911383569200976,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 55 a 59 años,4186,0.047128494387588524,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 60 a 64 años,3258,0.03668051474313507,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 65 a 69 años,2287,0.025748415352225263,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 70 a 74 años,1275,0.014354713412368696,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 75 a 79 años,719,0.008094932504700465,within_eps
VALLE DEL CAUCA,SUBSIDIADO,EPS SURA,De 80 años o más,833,0.009378412762747548,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 0 a 4 años,185,0.028704422032583398,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 05 a 09 años,326,0.050581846392552365,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 10 a 14 años,367,0.0569433669511249,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 15 a 19 años,511,0.07928626842513577,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 20 a 24 años,564,0.08750969743987587,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 25 a 29 años,419,0.06501163692785104,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 30 a 34 años,459,0.07121799844840962,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 35 a 39 años,519,0.08052754072924748,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 40 a 44 años,519,0.08052754072924748,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 45 a 49 años,519,0.08052754072924748,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 50 a 54 años,471,0.07307990690457719,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 55 a 59 años,404,0.06268425135764158,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 60 a 64 años,368,0.057098525989138865,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 65 a 69 años,295,0.045771916214119475,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 70 a 74 años,205,0.03180760279286268,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 75 a 79 años,150,0.023273855702094646,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FAMISANAR,De 80 años o más,164,0.025446082234290148,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 0 a 4 años,357,0.04375,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 05 a 09 años,571,0.06997549019607843,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 10 a 14 años,684,0.0838235294117647,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 15 a 19 años,825,0.10110294117647059,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 20 a 24 años,712,0.08725490196078431,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 25 a 29 años,641,0.07855392156862745,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 30 a 34 años,777,0.09522058823529411,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 35 a 39 años,628,0.0769607843137255,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 40 a 44 años,675,0.08272058823529412,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 45 a 49 años,577,0.07071078431372549,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 50 a 54 años,437,0.05355392156862745,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 55 a 59 años,389,0.04767156862745098,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 60 a 64 años,321,0.039338235294117646,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 65 a 69 años,204,0.025,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 70 a 74 años,169,0.02071078431372549,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 75 a 79 años,92,0.011274509803921568,within_eps
VALLE DEL CAUCA,SUBSIDIADO,FAMISANAR,De 80 años o más,101,0.012377450980392156,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 0 a 4 años,7,0.0010015739018457575,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 05 a 09 años,16,0.002289311775647446,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 10 a 14 años,51,0.007297181284876234,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 15 a 19 años,111,0.015882100443554155,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 20 a 24 años,123,0.01759908427528974,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 25 a 29 años,13,0.0018600658177135498,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 30 a 34 años,25,0.0035770496494491343,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 35 a 39 años,30,0.0042924595793389616,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 40 a 44 años,62,0.008871083130633853,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 45 a 49 años,101,0.014451280583774503,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 50 a 54 años,185,0.026470167405923593,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 55 a 59 años,235,0.03362426670482186,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 60 a 64 años,378,0.05408499069967091,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 65 a 69 años,828,0.11847188438975532,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 70 a 74 años,1374,0.19659464873372443,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 75 a 79 años,1299,0.18586349978537703,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,FERRONALES - EAS,De 80 años o más,2151,0.30776935183860354,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 0 a 4 años,67,0.08004778972520908,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 05 a 09 años,93,0.1111111111111111,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 10 a 14 años,89,0.1063321385902031,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 15 a 19 años,48,0.05734767025089606,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 20 a 24 años,89,0.1063321385902031,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 25 a 29 años,131,0.15651135005973715,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 30 a 34 años,115,0.13739545997610514,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 35 a 39 años,61,0.07287933094384708,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 40 a 44 años,53,0.06332138590203107,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 45 a 49 años,28,0.03345280764635603,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 50 a 54 años,24,0.02867383512544803,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 55 a 59 años,13,0.015531660692951015,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 60 a 64 años,6,0.007168458781362007,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 65 a 69 años,16,0.019115890083632018,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 70 a 74 años,2,0.0023894862604540022,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,MALLAMAS EPSI,De 80 años o más,2,0.0023894862604540022,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 0 a 4 años,475,0.08850381963853177,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 05 a 09 años,626,0.11663871809204397,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 10 a 14 años,696,0.12968138624930128,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 15 a 19 años,531,0.09893795416433762,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 20 a 24 años,468,0.08719955282280603,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 25 a 29 años,374,0.06968511272591764,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 30 a 34 años,364,0.06782187441773803,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 35 a 39 años,320,0.059623625861747714,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 40 a 44 años,275,0.05123905347493944,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 45 a 49 años,280,0.052170672629029254,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 50 a 54 años,273,0.05086640581330352,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 55 a 59 años,191,0.035587851686230666,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 60 a 64 años,137,0.02552636482206074,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 65 a 69 años,112,0.020868269051611703,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 70 a 74 años,89,0.016582820942798584,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 75 a 79 años,55,0.01024781069498789,within_eps
VALLE DEL CAUCA,SUBSIDIADO,MALLAMAS EPSI,De 80 años o más,101,0.018818706912614124,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 0 a 4 años,17339,0.030155202159334392,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 05 a 09 años,22617,0.03933446030553468,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 10 a 14 años,24905,0.0433136461029023,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 15 a 19 años,27784,0.048320672287614434,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 20 a 24 años,40188,0.06989314633942734,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 25 a 29 años,42865,0.0745488632885327,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 30 a 34 años,43838,0.07624106074519298,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 35 a 39 años,35616,0.06194173136321897,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 40 a 44 años,31733,0.05518859392826335,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 45 a 49 años,30866,0.05368074686256504,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 50 a 54 años,32702,0.05687383476639675,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 55 a 59 años,37732,0.06562178256393132,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 60 a 64 años,40938,0.07119751231321479,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 65 a 69 años,38272,0.0665609260650583,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 70 a 74 años,34893,0.06068432256448785,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 75 a 79 años,28565,0.04967895205498511,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,NUEVA EPS,De 80 años o más,44139,0.07676454628933968,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 0 a 4 años,19589,0.05142050152641899,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 05 a 09 años,24150,0.063392981360101,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 10 a 14 años,25059,0.06577907742868618,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 15 a 19 años,27011,0.07090301530093948,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 20 a 24 años,31059,0.08152888646225165,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 25 a 29 años,36817,0.09664345319812997,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 30 a 34 años,33745,0.08857955097294445,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 35 a 39 años,27014,0.07091089020545625,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 40 a 44 años,24335,0.06387860047196928,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 45 a 49 años,22842,0.059959522990783734,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 50 a 54 años,22008,0.057770299535118134,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 55 a 59 años,21962,0.05764955099919414,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 60 a 64 años,20231,0.0531057310930105,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 65 a 69 años,15832,0.04155849610323475,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 70 a 74 años,11989,0.03147074341723607,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 75 a 79 años,7645,0.020067881676934667,within_eps
VALLE DEL CAUCA,SUBSIDIADO,NUEVA EPS,De 80 años o más,9669,0.02538081725759075,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 0 a 4 años,954,0.015838756807012883,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 05 a 09 años,1860,0.030880595032540842,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 10 a 14 años,2613,0.0433822552795856,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 15 a 19 años,3315,0.05503718953380263,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 20 a 24 años,3055,0.05072054721742595,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 25 a 29 años,1048,0.01739938902908753,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 30 a 34 años,1769,0.029369770221809005,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 35 a 39 años,2576,0.042767963873024305,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 40 a 44 años,3358,0.05575109576304954,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 45 a 49 años,4178,0.06936512153008367,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 50 a 54 años,4642,0.07706866781777129,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 55 a 59 años,5637,0.09358812591313588,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 60 a 64 años,6201,0.10295191924558374,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 65 a 69 años,5743,0.09534798778058175,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 70 a 74 años,5290,0.08782706866781777,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 75 a 79 años,4258,0.07069331916589189,within_eps
VALLE DEL CAUCA,EXCEPCION,REGIMEN DE EXCEPCION,De 80 años o más,3735,0.06201022712179572,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 0 a 4 años,3,0.0002827521206409048,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 15 a 19 años,60,0.005655042412818096,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 20 a 24 años,1310,0.1234684260131951,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 25 a 29 años,2525,0.23798303487276154,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 30 a 34 años,2224,0.20961357210179077,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 35 a 39 años,1491,0.14052780395852968,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 40 a 44 años,1023,0.09641847313854854,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 45 a 49 años,711,0.06701225259189444,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 50 a 54 años,487,0.04590009425070688,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 55 a 59 años,318,0.02997172478793591,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 60 a 64 años,239,0.022525918944392084,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 65 a 69 años,117,0.011027332704995287,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 70 a 74 años,59,0.005560791705937794,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 75 a 79 años,30,0.002827521206409048,within_eps
VALLE DEL CAUCA,INPEC INTRAMURAL,REGIMEN DE EXCEPCION,De 80 años o más,13,0.0012252591894439209,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 0 a 4 años,7319,0.037166622656456295,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 05 a 09 años,11059,0.056158721130994696,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 10 a 14 años,12652,0.06424813633686093,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 15 a 19 años,13425,0.06817350856167861,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 20 a 24 años,16661,0.0846062440332311,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 25 a 29 años,17623,0.08949137738416851,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 30 a 34 años,18486,0.09387377871666226,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 35 a 39 años,16165,0.08208750583981637,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 40 a 44 años,15407,0.07823830513294469,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 45 a 49 años,13443,0.06826491438321383,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 50 a 54 años,11360,0.05768722959111129,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 55 a 59 años,11050,0.056113018220227094,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 60 a 64 años,10131,0.051446243220734905,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 65 a 69 años,7960,0.040421685523349106,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 70 a 74 años,5843,0.02967134529056895,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 75 a 79 años,3957,0.02009404643415734,within_eps
VALLE DEL CAUCA,CONTRIBUTIVO,SALUD TOTAL EPS,De 80 años o más,4383,0.022257317543824012,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 0 a 4 años,2809,0.04578647106764466,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 05 a 09 años,5038,0.08211898940505298,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 10 a 14 años,4545,0.07408312958435208,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 15 a 19 años,4174,0.0680358598207009,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 20 a 24 años,5709,0.0930562347188264,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 25 a 29 años,7463,0.12164629176854115,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 30 a 34 años,6791,0.11069274653626732,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 35 a 39 años,5623,0.09165444172779136,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 40 a 44 años,4525,0.07375713121434394,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 45 a 49 años,3700,0.06030969845150774,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 50 a 54 años,2998,0.04886715566422168,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 55 a 59 años,2676,0.04361858190709046,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 60 a 64 años,2155,0.035126324368378155,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 65 a 69 años,1335,0.02176039119804401,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 70 a 74 años,869,0.014164629176854116,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 75 a 79 años,440,0.007171964140179299,within_eps
VALLE DEL CAUCA,SUBSIDIADO,SALUD TOTAL EPS,De 80 años o más,500,0.008149959250203748,within_eps
