eps,account,year,value
EMSSANAR EPS.xlsx,Créditos de impuestos,2019,6.44
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2024,15422.4
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2023,21626.67
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2022,98576.54
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2021,24265.82
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2020,17680.2
EMSSANAR EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2019,10507.17
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2024,32603.18
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2023,32279.58
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2022,28296.19
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2021,18700.75
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2020,13053.26
EMSSANAR EPS.xlsx,Activos financieros de corto plazo,2019,18810.09
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2024,22232.4
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2023,11482.15
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2022,19383.61
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2021,20708.38
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2020,41257.41
EMSSANAR EPS.xlsx,Efectivo o Equivalentes,2019,10260.4
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2024,375766.44
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2023,229665.52
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2022,358831.4
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2021,349522.19
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2020,406993.66
EMSSANAR EPS.xlsx,Total de patrimonio y pasivos,2019,372945.32
EMSSANAR EPS.xlsx,Total de patrimonio,2024,-1850416.55
EMSSANAR EPS.xlsx,Total de patrimonio,2023,-1904023.57
EMSSANAR EPS.xlsx,Total de patrimonio,2022,-1456277.19
EMSSANAR EPS.xlsx,Total de patrimonio,2021,-1072524.89
EMSSANAR EPS.xlsx,Total de patrimonio,2020,-591723.25
EMSSANAR EPS.xlsx,Total de patrimonio,2019,-607215.62
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2024,-1850416.55
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,-1904023.57
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,-1456277.19
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,-1072524.89
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,-591723.25
EMSSANAR EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,-607215.62
EMSSANAR EPS.xlsx,Capital Suscrito,2024,1033.99
EMSSANAR EPS.xlsx,Capital Suscrito,2023,1033.99
EMSSANAR EPS.xlsx,Capital Suscrito,2022,1033.99
EMSSANAR EPS.xlsx,Capital Suscrito,2021,700.0
EMSSANAR EPS.xlsx,Capital Suscrito,2020,700.0
EMSSANAR EPS.xlsx,Capital Suscrito,2019,700.0
EMSSANAR EPS.xlsx,Prima de emisión,2024,33065.39
EMSSANAR EPS.xlsx,Prima de emisión,2023,33065.39
EMSSANAR EPS.xlsx,Prima de emisión,2022,33065.39
EMSSANAR EPS.xlsx,Prima de emisión,2021,0.0
EMSSANAR EPS.xlsx,Prima de emisión,2020,0.0
EMSSANAR EPS.xlsx,Prima de emisión,2019,30.5
EMSSANAR EPS.xlsx,Otras reservas,2024,15551.14
EMSSANAR EPS.xlsx,Otras reservas,2023,15551.14
EMSSANAR EPS.xlsx,Otras reservas,2022,15551.14
EMSSANAR EPS.xlsx,Otras reservas,2021,15551.14
EMSSANAR EPS.xlsx,Otras reservas,2020,15551.14
EMSSANAR EPS.xlsx,Otras reservas,2019,15551.14
EMSSANAR EPS.xlsx,Resultados acumulados,2024,-2006388.59
EMSSANAR EPS.xlsx,Resultados acumulados,2023,-1557436.35
EMSSANAR EPS.xlsx,Resultados acumulados,2022,-1140284.67
EMSSANAR EPS.xlsx,Resultados acumulados,2021,-658523.27
EMSSANAR EPS.xlsx,Resultados acumulados,2020,-675446.15
EMSSANAR EPS.xlsx,Resultados acumulados,2019,-488886.41
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2024,53607.02
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2023,-448952.24
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2022,-417151.68
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2021,-481761.4
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2020,16922.87
EMSSANAR EPS.xlsx,Ganancia o Pérdida del Periodo,2019,-185159.73
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2024,52714.49
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2023,52714.49
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2022,51508.63
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2021,51508.63
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2020,50548.88
EMSSANAR EPS.xlsx,Cambios debido a la consolidación,2019,50548.88
EMSSANAR EPS.xlsx,Pasivos Totales,2024,2226182.98
EMSSANAR EPS.xlsx,Pasivos Totales,2023,2133689.09
EMSSANAR EPS.xlsx,Pasivos Totales,2022,1815108.59
EMSSANAR EPS.xlsx,Pasivos Totales,2021,1422047.08
EMSSANAR EPS.xlsx,Pasivos Totales,2020,998716.91
EMSSANAR EPS.xlsx,Pasivos Totales,2019,980160.94
EMSSANAR EPS.xlsx,Pasivos no corrientes,2024,747149.96
EMSSANAR EPS.xlsx,Pasivos no corrientes,2023,699664.07
EMSSANAR EPS.xlsx,Pasivos no corrientes,2022,704803.42
EMSSANAR EPS.xlsx,Pasivos no corrientes,2021,284637.92
EMSSANAR EPS.xlsx,Pasivos no corrientes,2020,252648.41
EMSSANAR EPS.xlsx,Pasivos no corrientes,2019,136949.59
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2024,0.0
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2023,0.0
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2022,0.0
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2021,0.0
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2020,45151.07
EMSSANAR EPS.xlsx,Otras cuentas por pagar no corrientes,2019,0.0
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2024,747127.46
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2023,699652.34
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2022,704792.2
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2021,284631.63
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2020,207489.88
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2019,136941.94
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2024,22.5
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2023,11.72
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2022,11.22
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2021,6.29
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2020,7.46
EMSSANAR EPS.xlsx,Otros pasivos no corrientes,2019,7.65
EMSSANAR EPS.xlsx,Pasivos Corrientes,2024,1479033.02
EMSSANAR EPS.xlsx,Pasivos Corrientes,2023,1434025.02
EMSSANAR EPS.xlsx,Pasivos Corrientes,2022,1110305.18
EMSSANAR EPS.xlsx,Pasivos Corrientes,2021,1137409.16
EMSSANAR EPS.xlsx,Pasivos Corrientes,2020,746068.5
EMSSANAR EPS.xlsx,Pasivos Corrientes,2019,843211.35
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2024,0.0
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2023,0.12
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2022,9990.37
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2021,20012.1
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2020,9353.07
EMSSANAR EPS.xlsx,Créditos y préstamos corrientes,2019,84807.19
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2024,1373479.02
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2023,1339039.29
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2022,1004253.96
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2021,999172.39
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2020,728319.77
EMSSANAR EPS.xlsx,Comerciales y otras cuentas a pagar,2019,750332.06
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2024,1299330.91
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2023,1261758.04
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2022,895944.46
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2021,834934.75
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2020,683159.56
EMSSANAR EPS.xlsx,Cuentas Comerciales por pagar,2019,722056.46
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2024,74148.12
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2023,77281.25
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2022,108309.5
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2021,164237.65
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2020,45160.21
EMSSANAR EPS.xlsx,Otras cuentas por pagar corrientes,2019,28275.6
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2024,10753.42
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2023,8061.55
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2022,28673.83
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2021,30338.31
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2020,5441.09
EMSSANAR EPS.xlsx,Provisiones para otros pasivos y gastos,2019,4953.58
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2024,90383.52
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2023,81801.45
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2022,62968.58
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2021,83998.37
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2020,555.41
EMSSANAR EPS.xlsx,Otros pasivos corrientes,2019,489.73
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2024,4417.06
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2023,5122.62
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2022,4418.44
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2021,3887.99
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2020,2399.16
EMSSANAR EPS.xlsx,Pasivos corrientes por impuesto a la renta,2019,2628.78
EPS SOS.xlsx,Total Ingreso Operativo,2024,1525033.3
EPS SOS.xlsx,Total Ingreso Operativo,2023,1381475.77
EPS SOS.xlsx,Total Ingreso Operativo,2022,1338988.77
EPS SOS.xlsx,Total Ingreso Operativo,2021,1382604.48
EPS SOS.xlsx,Total Ingreso Operativo,2020,1106497.73
EPS SOS.xlsx,Total Ingreso Operativo,2019,977788.73
EPS SOS.xlsx,Ingresos netos por ventas,2024,1525033.3
EPS SOS.xlsx,Ingresos netos por ventas,2023,1381475.77
EPS SOS.xlsx,Ingresos netos por ventas,2022,1338988.77
EPS SOS.xlsx,Ingresos netos por ventas,2021,1382604.48
EPS SOS.xlsx,Ingresos netos por ventas,2020,1106497.73
EPS SOS.xlsx,Ingresos netos por ventas,2019,977788.73
EPS SOS.xlsx,Gastos de venta y distribución,2024,-378.38
EPS SOS.xlsx,Gastos de venta y distribución,2023,-769.9
EPS SOS.xlsx,Gastos de venta y distribución,2022,-670.76
EPS SOS.xlsx,Gastos de venta y distribución,2021,-355.07
EPS SOS.xlsx,Gastos de venta y distribución,2020,-416.4
EPS SOS.xlsx,Gastos de venta y distribución,2019,-2197.68
EPS SOS.xlsx,Gastos administrativos,2024,-28011.58
EPS SOS.xlsx,Gastos administrativos,2023,-25773.36
EPS SOS.xlsx,Gastos administrativos,2022,-21152.89
EPS SOS.xlsx,Gastos administrativos,2021,-23029.02
EPS SOS.xlsx,Gastos administrativos,2020,-17996.39
EPS SOS.xlsx,Gastos administrativos,2019,-17807.46
EPS SOS.xlsx,Gastos por beneficios de los empleado,2024,-63023.23
EPS SOS.xlsx,Gastos por beneficios de los empleado,2023,-62879.94
EPS SOS.xlsx,Gastos por beneficios de los empleado,2022,-50795.26
EPS SOS.xlsx,Gastos por beneficios de los empleado,2021,-44995.73
EPS SOS.xlsx,Gastos por beneficios de los empleado,2020,-42580.14
EPS SOS.xlsx,Gastos por beneficios de los empleado,2019,-43911.21
EPS SOS.xlsx,Costos de transporte,2024,-291.67
EPS SOS.xlsx,Costos de transporte,2023,-356.57
EPS SOS.xlsx,Costos de transporte,2022,-245.03
EPS SOS.xlsx,Costos de transporte,2021,-69.35
EPS SOS.xlsx,Costos de transporte,2020,-108.44
EPS SOS.xlsx,Costos de transporte,2019,-412.88
EPS SOS.xlsx,Impuesto y contribuciones,2024,-1215.74
EPS SOS.xlsx,Impuesto y contribuciones,2023,-1070.18
EPS SOS.xlsx,Impuesto y contribuciones,2022,-1049.03
EPS SOS.xlsx,Impuesto y contribuciones,2021,-908.78
EPS SOS.xlsx,Impuesto y contribuciones,2020,-916.27
EPS SOS.xlsx,Impuesto y contribuciones,2019,-964.22
EPS SOS.xlsx,Otros costos por naturaleza,2024,-1791363.35
EPS SOS.xlsx,Otros costos por naturaleza,2023,-1414077.02
EPS SOS.xlsx,Otros costos por naturaleza,2022,-1523882.6
EPS SOS.xlsx,Otros costos por naturaleza,2021,-1395214.66
EPS SOS.xlsx,Otros costos por naturaleza,2020,-1064010.77
EPS SOS.xlsx,Otros costos por naturaleza,2019,-977582.38
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2024,-4339.83
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2023,-3712.3
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2022,-4334.34
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2021,-3353.47
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2020,-3444.77
EPS SOS.xlsx,"Gastos de depreciación, amortización y deterioro",2019,-3388.11
EPS SOS.xlsx,Ganancia operativa (EBIT),2024,-363590.48
EPS SOS.xlsx,Ganancia operativa (EBIT),2023,-127163.49
EPS SOS.xlsx,Ganancia operativa (EBIT),2022,-263141.15
EPS SOS.xlsx,Ganancia operativa (EBIT),2021,-85321.59
EPS SOS.xlsx,Ganancia operativa (EBIT),2020,-22975.44
EPS SOS.xlsx,Ganancia operativa (EBIT),2019,-68475.21
EPS SOS.xlsx,EBITDA,2024,-359250.65
EPS SOS.xlsx,EBITDA,2023,-123451.19
EPS SOS.xlsx,EBITDA,2022,-258806.81
EPS SOS.xlsx,EBITDA,2021,-81968.12
EPS SOS.xlsx,EBITDA,2020,-19530.68
EPS SOS.xlsx,EBITDA,2019,-65087.1
EPS SOS.xlsx,Resultado financiero,2024,-10214.06
EPS SOS.xlsx,Resultado financiero,2023,-12650.22
EPS SOS.xlsx,Resultado financiero,2022,-10376.99
EPS SOS.xlsx,Resultado financiero,2021,-4275.93
EPS SOS.xlsx,Resultado financiero,2020,-3183.41
EPS SOS.xlsx,Resultado financiero,2019,-3642.76
EPS SOS.xlsx,Gastos financieros,2024,-10214.06
EPS SOS.xlsx,Gastos financieros,2023,-12650.22
EPS SOS.xlsx,Gastos financieros,2022,-10376.99
EPS SOS.xlsx,Gastos financieros,2021,-4275.93
EPS SOS.xlsx,Gastos financieros,2020,-3183.41
EPS SOS.xlsx,Gastos financieros,2019,-3642.76
EPS SOS.xlsx,Gastos por intereses,2024,-10214.06
EPS SOS.xlsx,Gastos por intereses,2023,-12650.22
EPS SOS.xlsx,Gastos por intereses,2022,-10376.99
EPS SOS.xlsx,Gastos por intereses,2021,-4275.93
EPS SOS.xlsx,Gastos por intereses,2020,-3183.41
EPS SOS.xlsx,Gastos por intereses,2019,-3642.76
EPS SOS.xlsx,Otros resultados no operativos netos,2024,3148.51
EPS SOS.xlsx,Otros resultados no operativos netos,2023,-1355.15
EPS SOS.xlsx,Otros resultados no operativos netos,2022,4046.21
EPS SOS.xlsx,Otros resultados no operativos netos,2021,30159.48
EPS SOS.xlsx,Otros resultados no operativos netos,2020,12292.75
EPS SOS.xlsx,Otros resultados no operativos netos,2019,3928.21
EPS SOS.xlsx,Otros ingresos,2024,5568.24
EPS SOS.xlsx,Otros ingresos,2023,4067.16
EPS SOS.xlsx,Otros ingresos,2022,7432.26
EPS SOS.xlsx,Otros ingresos,2021,34446.93
EPS SOS.xlsx,Otros ingresos,2020,16472.28
EPS SOS.xlsx,Otros ingresos,2019,6569.41
EPS SOS.xlsx,Otros gastos,2024,-2419.72
EPS SOS.xlsx,Otros gastos,2023,-5422.31
EPS SOS.xlsx,Otros gastos,2022,-3386.05
EPS SOS.xlsx,Otros gastos,2021,-4287.45
EPS SOS.xlsx,Otros gastos,2020,-4179.53
EPS SOS.xlsx,Otros gastos,2019,-2641.2
EPS SOS.xlsx,Ganancias antes de impuestos,2024,-370656.03
EPS SOS.xlsx,Ganancias antes de impuestos,2023,-141168.86
EPS SOS.xlsx,Ganancias antes de impuestos,2022,-269471.93
EPS SOS.xlsx,Ganancias antes de impuestos,2021,-59438.04
EPS SOS.xlsx,Ganancias antes de impuestos,2020,-13866.11
EPS SOS.xlsx,Ganancias antes de impuestos,2019,-68189.75
EPS SOS.xlsx,Impuesto a la renta,2024,0.0
EPS SOS.xlsx,Impuesto a la renta,2023,0.0
EPS SOS.xlsx,Impuesto a la renta,2022,0.0
EPS SOS.xlsx,Impuesto a la renta,2021,0.0
EPS SOS.xlsx,Impuesto a la renta,2020,0.0
EPS SOS.xlsx,Impuesto a la renta,2019,16200.0
EPS SOS.xlsx,Ganancias después de impuestos,2024,-370656.03
EPS SOS.xlsx,Ganancias después de impuestos,2023,-141168.86
EPS SOS.xlsx,Ganancias después de impuestos,2022,-269471.93
EPS SOS.xlsx,Ganancias después de impuestos,2021,-59438.04
EPS SOS.xlsx,Ganancias después de impuestos,2020,-13866.11
EPS SOS.xlsx,Ganancias después de impuestos,2019,-51989.75
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2024,-370656.03
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2023,-141168.86
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2022,-269471.93
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2021,-59438.04
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2020,-13866.11
EPS SOS.xlsx,Ganancia (Pérdida) Neta,2019,-51989.75
EPS SOS.xlsx,Activos Totales,2024,264747.43
EPS SOS.xlsx,Activos Totales,2023,285950.47
EPS SOS.xlsx,Activos Totales,2022,289098.35
EPS SOS.xlsx,Activos Totales,2021,378271.47
EPS SOS.xlsx,Activos Totales,2020,295278.87
EPS SOS.xlsx,Activos Totales,2019,274300.55
EPS SOS.xlsx,Activos no corrientes,2024,73662.15
EPS SOS.xlsx,Activos no corrientes,2023,74973.61
EPS SOS.xlsx,Activos no corrientes,2022,70580.62
EPS SOS.xlsx,Activos no corrientes,2021,70800.12
EPS SOS.xlsx,Activos no corrientes,2020,70877.47
EPS SOS.xlsx,Activos no corrientes,2019,72128.69
EPS SOS.xlsx,"Propiedad, planta y equipo",2024,13446.42
EPS SOS.xlsx,"Propiedad, planta y equipo",2023,13617.32
EPS SOS.xlsx,"Propiedad, planta y equipo",2022,8334.89
EPS SOS.xlsx,"Propiedad, planta y equipo",2021,8268.17
EPS SOS.xlsx,"Propiedad, planta y equipo",2020,8485.29
EPS SOS.xlsx,"Propiedad, planta y equipo",2019,8949.23
EPS SOS.xlsx,Activos intangibles y valor llave,2024,4015.73
EPS SOS.xlsx,Activos intangibles y valor llave,2023,5156.3
EPS SOS.xlsx,Activos intangibles y valor llave,2022,6045.73
EPS SOS.xlsx,Activos intangibles y valor llave,2021,6331.95
EPS SOS.xlsx,Activos intangibles y valor llave,2020,6192.19
EPS SOS.xlsx,Activos intangibles y valor llave,2019,6979.46
EPS SOS.xlsx,Activos diferidos,2024,56200.0
EPS SOS.xlsx,Activos diferidos,2023,56200.0
EPS SOS.xlsx,Activos diferidos,2022,56200.0
EPS SOS.xlsx,Activos diferidos,2021,56200.0
EPS SOS.xlsx,Activos diferidos,2020,56200.0
EPS SOS.xlsx,Activos diferidos,2019,56200.0
EPS SOS.xlsx,Activos Corrientes,2024,191085.27
EPS SOS.xlsx,Activos Corrientes,2023,210976.86
EPS SOS.xlsx,Activos Corrientes,2022,218517.72
EPS SOS.xlsx,Activos Corrientes,2021,307471.34
EPS SOS.xlsx,Activos Corrientes,2020,224401.4
EPS SOS.xlsx,Activos Corrientes,2019,202171.86
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2024,162196.02
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2023,196264.8
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2022,190506.82
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2021,237185.78
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2020,172148.18
EPS SOS.xlsx,Comerciales y otras cuentas a cobrar,2019,182939.75
EPS SOS.xlsx,Cuentas comerciales por cobrar,2024,187711.79
EPS SOS.xlsx,Cuentas comerciales por cobrar,2023,125445.73
EPS SOS.xlsx,Cuentas comerciales por cobrar,2022,145449.22
EPS SOS.xlsx,Cuentas comerciales por cobrar,2021,170808.55
EPS SOS.xlsx,Cuentas comerciales por cobrar,2020,234649.9
EPS SOS.xlsx,Cuentas comerciales por cobrar,2019,245944.08
EPS SOS.xlsx,Otros créditos corrientes,2024,1192.31
EPS SOS.xlsx,Otros créditos corrientes,2023,112005.65
EPS SOS.xlsx,Otros créditos corrientes,2022,114429.92
EPS SOS.xlsx,Otros créditos corrientes,2021,133601.83
EPS SOS.xlsx,Otros créditos corrientes,2020,6860.11
EPS SOS.xlsx,Otros créditos corrientes,2019,3845.97
EPS SOS.xlsx,Créditos dudosos,2024,-31382.5
EPS SOS.xlsx,Créditos dudosos,2023,-44423.19
EPS SOS.xlsx,Créditos dudosos,2022,-71613.86
EPS SOS.xlsx,Créditos dudosos,2021,-70023.47
EPS SOS.xlsx,Créditos dudosos,2020,-71244.55
EPS SOS.xlsx,Créditos dudosos,2019,-68681.46
EPS SOS.xlsx,Créditos de impuestos,2024,4674.41
EPS SOS.xlsx,Créditos de impuestos,2023,3236.6
EPS SOS.xlsx,Créditos de impuestos,2022,2241.53
EPS SOS.xlsx,Créditos de impuestos,2021,2798.86
EPS SOS.xlsx,Créditos de impuestos,2020,1882.73
EPS SOS.xlsx,Créditos de impuestos,2019,1831.17
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2024,7986.97
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2023,12030.2
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2022,20897.36
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2021,1549.83
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2020,2474.14
EPS SOS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2019,4217.89
EPS SOS.xlsx,Activos financieros de corto plazo,2024,2141.4
EPS SOS.xlsx,Activos financieros de corto plazo,2023,98.67
EPS SOS.xlsx,Activos financieros de corto plazo,2022,105.29
EPS SOS.xlsx,Activos financieros de corto plazo,2021,100.43
EPS SOS.xlsx,Activos financieros de corto plazo,2020,99.89
EPS SOS.xlsx,Activos financieros de corto plazo,2019,99.89
EPS SOS.xlsx,Efectivo o Equivalentes,2024,18760.88
EPS SOS.xlsx,Efectivo o Equivalentes,2023,2583.19
EPS SOS.xlsx,Efectivo o Equivalentes,2022,7008.26
EPS SOS.xlsx,Efectivo o Equivalentes,2021,68635.3
EPS SOS.xlsx,Efectivo o Equivalentes,2020,49679.19
EPS SOS.xlsx,Efectivo o Equivalentes,2019,14914.33
EPS SOS.xlsx,Total de patrimonio y pasivos,2024,264747.43
EPS SOS.xlsx,Total de patrimonio y pasivos,2023,285950.47
EPS SOS.xlsx,Total de patrimonio y pasivos,2022,289098.35
EPS SOS.xlsx,Total de patrimonio y pasivos,2021,378271.47
EPS SOS.xlsx,Total de patrimonio y pasivos,2020,295278.87
EPS SOS.xlsx,Total de patrimonio y pasivos,2019,274300.55
EPS SOS.xlsx,Total de patrimonio,2024,-930548.78
EPS SOS.xlsx,Total de patrimonio,2023,-559892.74
EPS SOS.xlsx,Total de patrimonio,2022,-495941.63
EPS SOS.xlsx,Total de patrimonio,2021,-226469.7
EPS SOS.xlsx,Total de patrimonio,2020,-217031.66
EPS SOS.xlsx,Total de patrimonio,2019,-459871.15
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2024,-930548.78
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,-559892.74
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,-495941.63
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,-226469.7
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,-217031.66
EPS SOS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,-459871.15
EPS SOS.xlsx,Capital Suscrito,2024,450144.74
EPS SOS.xlsx,Capital Suscrito,2023,450144.74
EPS SOS.xlsx,Capital Suscrito,2022,378722.74
EPS SOS.xlsx,Capital Suscrito,2021,378722.74
EPS SOS.xlsx,Capital Suscrito,2020,328722.74
EPS SOS.xlsx,Capital Suscrito,2019,72017.14
EPS SOS.xlsx,Otras reservas,2024,202.58
EPS SOS.xlsx,Otras reservas,2023,202.58
EPS SOS.xlsx,Otras reservas,2022,202.58
EPS SOS.xlsx,Otras reservas,2021,202.58
EPS SOS.xlsx,Otras reservas,2020,202.58
EPS SOS.xlsx,Otras reservas,2019,202.58
EPS SOS.xlsx,Resultados acumulados,2024,-1004264.27
EPS SOS.xlsx,Resultados acumulados,2023,-863095.4
EPS SOS.xlsx,Resultados acumulados,2022,-593623.47
EPS SOS.xlsx,Resultados acumulados,2021,-534185.43
EPS SOS.xlsx,Resultados acumulados,2020,-520319.32
EPS SOS.xlsx,Resultados acumulados,2019,-468329.57
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2024,-370656.03
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2023,-141168.86
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2022,-269471.93
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2021,-59438.04
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2020,-13866.11
EPS SOS.xlsx,Ganancia o Pérdida del Periodo,2019,-51989.75
